"KRONOS_BADGE_NUMBER","EMPLOYEE_ID","BOROUGH_NAME","DEPARTMENT_NAME","WORK_LOC_ID","LOCATION_NAME","NYC_TITLE"
81740,1442145,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
81741,540138,BROOKLYN,Brooklyn Property Management Department,"0536",Cypress Hills,Caretaker
81742,1621715,BROOKLYN,Brooklyn Property Management Department,"0288",Carey Gardens Consolidation,Maintenance Worker
81745,1621511,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
81751,1621375,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
81756,1621440,MANHATTAN,Manhattan Property Management Department,"0539",Wilson-White Houses,Caretaker
81636,1618935,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Caretaker
81644,1618846,BRONX,Bronx Property Management Department,"0383",Bronx Neighborhood 03,Carpenter
81640,1467818,BROOKLYN,Brooklyn Property Management Department,"0512",Brownsville,Caretaker
81642,869183,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Caretaker
81643,1618847,BROOKLYN,Brooklyn Property Management Department,"0396",Brooklyn Neighborhood 06,Caretaker
81645,1618921,BRONX,Bronx Property Management Department,"0388",Bronx Neighborhood 06,Bricklayer
81657,1414393,BRONX,Bronx Property Management Department,"0234",Monroe,Caretaker
81663,1351374,BROOKLYN,Brooklyn Property Management Department,"0584",Glenwood,Caretaker
81709,1613861,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Caretaker
81685,1620312,BROOKLYN,Brooklyn Property Management Department,"0285",Woodson Houses,Maintenance Worker
81704,1411948,QUEENS,Queens-SI Property Mgmt Dept,"0843",Queensbridge South,Caretaker
81716,1620687,MANHATTAN,Manhattan Property Management Department,"0211",Saint Nicholas Houses,Caretaker
81717,1620693,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,City Seasonal Aide
81721,1621005,BRONX,Bronx Property Management Department,"0965",Moore,Caretaker
81722,1442176,QUEENS,Queens-SI Property Mgmt Dept,"0316",Woodside,Caretaker
81724,1569616,MANHATTAN,Manhattan Property Management Department,"0407",Manhattan Neighborhood 07,Electrician's Helper
81734,1613101,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Caretaker
81780,1621639,MANHATTAN,Manhattan Property Management Department,"0650",Frederick E. Samuel Apts,Caretaker
81770,1621221,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
81777,1621155,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
81793,1623204,BROOKLYN,Brooklyn Property Management Department,"0275",Hughes Apartments,Caretaker
81794,1163095,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
81797,1623247,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Caretaker
81798,1623244,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
81807,1623138,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
81819,1625059,QUEENS,Queens-SI Property Mgmt Dept,"0316",Woodside,Caretaker
81808,1623139,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Caretaker
81812,1623269,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
81820,1142386,BRONX,Bronx Property Management Department,"0239",Morris Houses,Caretaker
81827,1625040,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
81828,1625006,MANHATTAN,Manhattan Property Management Department,"0558",Manhattanville Rehab 2 & 3,Caretaker
81843,1478217,QUEENS,Queens-SI Property Mgmt Dept,"0374",QN/SI Neighborhood 01,Electrician's Helper
81844,1627583,BRONX,Bronx Property Management Department,"0489",Bronx Floating Staff,Electrician
81852,612441,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
81859,1627364,MANHATTAN,Manhattan Property Management Department,"0402",Manhattan Neighborhood 02,Plumber
81862,1628003,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Caretaker
81746,1621205,BRONX,Bronx Property Management Department,"0522",Patterson,Caretaker
81747,1621436,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
81749,1621401,MANHATTAN,Manhattan Property Management Department,"0518",King Towers Consolidation,Caretaker
81757,1398647,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Supervising Housing Groundskeeper
81759,1621152,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
81766,1621198,MANHATTAN,Manhattan Property Management Department,"0237",Gompers Consolidation,Caretaker
81778,1621158,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0315",South Beach,Caretaker
81771,1621216,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
81773,1621241,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
81781,1621193,MANHATTAN,Manhattan Property Management Department,"0534",Carver,Caretaker
81795,1350762,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Caretaker
81800,1623237,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Caretaker
81802,1623241,MANHATTAN,Manhattan Property Management Department,"0219",Jefferson Houses,Caretaker
81804,1623136,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Caretaker
81805,1331202,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
81813,1625123,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Maintenance Worker
81816,1625107,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Caretaker
81818,1107027,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Caretaker
81866,1631032,BROOKLYN,Brooklyn Property Management Department,"0536",Cypress Hills,Caretaker
81876,1631067,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
81878,1156913,BROOKLYN,Brooklyn Property Management Department,"0227",Roosevelt,Caretaker
81893,1628700,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
81897,1201673,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Caretaker
81920,1209361,BRONX,Bronx Property Management Department,"0244",Mott Haven,Caretaker
81899,1628820,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
81901,1628697,QUEENS,Queens-SI Property Mgmt Dept,"0379",QN/SI Neighborhood 04,Plasterer
81911,774360,MANHATTAN,Manhattan Property Management Department,"0409",Manhattan Neighborhood 09,Plumber's Helper
81969,1631062,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
81976,1629840,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Maintenance Worker
81981,1629836,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Maintenance Worker
81997,1633145,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,City Seasonal Aide
81999,1633152,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Caretaker
82007,1633143,BRONX,Bronx Property Management Department,"0415",Bronx Neighborhood 04,Caretaker
82031,1441883,QUEENS,Queens-SI Property Mgmt Dept,"0290",Latimer Gardens Consolidation,Housing Assistant
82011,1633132,BROOKLYN,Brooklyn Property Management Department,"0582",O'Dwyer Gardens Consolidation,Caretaker
82038,1167148,MANHATTAN,Manhattan Property Management Department,"0346",Jackie Robinson,Caretaker
82069,1632084,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
81824,1625037,MANHATTAN,Manhattan Property Management Department,"0346",Jackie Robinson,Caretaker
81826,1625048,BRONX,Bronx Property Management Department,"0244",Mott Haven,Caretaker
81830,1552390,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
81832,1625067,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Caretaker
81839,1588804,BROOKLYN,Brooklyn Property Management Department,"0394",Brooklyn Neighborhood 04,Plumber's Helper
81840,1626604,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Maintenance Worker
81849,1627489,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Caretaker
81853,1627619,MANHATTAN,Manhattan Property Management Department,"0408",Manhattan Neighborhood 08,Carpenter
81856,1627267,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
81872,1051846,BROOKLYN,Brooklyn Property Management Department,"0582",O'Dwyer Gardens Consolidation,Caretaker
81881,1068718,QUEENS,Queens-SI Property Mgmt Dept,"0376",QN/SI Neighborhood 02,Caretaker
81892,1138358,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
81885,1631043,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Caretaker
81889,1554056,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Caretaker
81890,1633103,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Caretaker
81898,1628864,BROOKLYN,Brooklyn Property Management Department,"0411",Brooklyn Neighborhood 09,Plasterer
81900,1628758,BRONX,Bronx Property Management Department,"0311",Bailey Ave-Fort Independence,Housing Assistant
81903,1628818,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
82071,1227454,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Caretaker
82101,1008415,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
82087,1634479,BROOKLYN,Brooklyn Property Management Department,"0393",Brooklyn Neighborhood 03,Caretaker
82106,1267817,QUEENS,Queens-SI Property Mgmt Dept,"0226",Hammel-Carleton Manor,Caretaker
82109,1634473,MANHATTAN,Manhattan Property Management Department,"0774",P.S. 139,Caretaker
82115,1096257,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
82119,1634447,QUEENS,Queens-SI Property Mgmt Dept,"0525",Redfern,Caretaker
82135,1634051,BRONX,Bronx Property Management Department,"0382",Bronx Neighborhood 02,Painter
82153,560671,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Caretaker
82165,1636677,QUEENS,Queens-SI Property Mgmt Dept,"0282",Beach 41st St-Oceanside Consolidation,Caretaker
82195,1636509,MANHATTAN,Manhattan Property Management Department,"0211",Saint Nicholas Houses,Caretaker
82206,1266491,MANHATTAN,Manhattan Property Management Department,"0204",Vladeck Houses,Caretaker
82227,1638574,MANHATTAN,Manhattan Property Management Department,"0516",Johnson,Supervisor of Housing Caretakers
82229,1638588,MANHATTAN,Manhattan Property Management Department,"0373",Dyckman Houses,Caretaker
81936,498641,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Caretaker
82240,1638442,MANHATTAN,Manhattan Property Management Department,"0201",Harlem River Consolidation,Caretaker
81932,1631060,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
81942,1631029,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Caretaker
81944,1631036,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
81952,1631063,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Caretaker
81959,1633130,BRONX,Bronx Property Management Department,"0580",Parkside,Caretaker
81960,1633133,BROOKLYN,Brooklyn Property Management Department,"0283",Reid Apartments,Caretaker
81961,587969,BROOKLYN,Brooklyn Property Management Department,"0381",Garvey-Prospect Plaza,Caretaker
81974,1629699,QUEENS,Queens-SI Property Mgmt Dept,"0240",Baisley Park,Maintenance Worker
81966,1631074,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
81971,1631068,BROOKLYN,Brooklyn Property Management Department,"0272",Wyckoff Gardens,Caretaker
81977,1629692,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Maintenance Worker
81983,1608299,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Caretaker
81986,1633151,BROOKLYN,Brooklyn Property Management Department,"0358",Taylor-Wythe,Caretaker
81990,1633126,BROOKLYN,Brooklyn Property Management Department,"0538",Sumner,Caretaker
81995,1310595,MANHATTAN,Manhattan Property Management Department,"0217",Washington-Lexington,Caretaker
82002,1449547,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Caretaker
82005,316695,MANHATTAN,Manhattan Property Management Department,"0221",LaGuardia Houses,Caretaker
82008,1633148,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
82257,1582595,MANHATTAN,Manhattan Property Management Department,"0404",Manhattan Neighborhood 04,Painter
82295,1640639,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
82302,1088171,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
82297,1327673,BROOKLYN,Brooklyn Property Management Department,"0394",Brooklyn Neighborhood 04,Carpenter
82303,1465738,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
82322,1640776,BRONX,Bronx Property Management Department,"0522",Patterson,Caretaker
82327,1639925,BROOKLYN,Brooklyn Property Management Department,"0395",Brooklyn Neighborhood 05,Plasterer
82346,1011760,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Caretaker
82338,1642301,BRONX,Bronx Property Management Department,"0638",Marble Hill Houses,Caretaker
82350,1641191,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
82015,1633147,QUEENS,Queens-SI Property Mgmt Dept,"0226",Hammel-Carleton Manor,Assistant Resident Buildings Superintendent
82025,1002718,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Caretaker
82033,1630702,MANHATTAN,Manhattan Property Management Department,"0487",Manhattan Floating Staff,Carpenter
82040,1633142,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Supervising Housing Groundskeeper
82052,1634057,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Caretaker
82054,1634041,MANHATTAN,Manhattan Property Management Department,"0211",Saint Nicholas Houses,Caretaker
82061,1223104,MANHATTAN,Manhattan Property Management Department,"0210",Riis Houses,Caretaker
82065,1218982,BRONX,Bronx Property Management Department,"0214",Edenwald,Housing Assistant
82070,1631969,BROOKLYN,Brooklyn Property Management Department,"0314",Sheepshead-Nostrand,Caretaker
82072,1631884,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
82074,1634444,QUEENS,Queens-SI Property Mgmt Dept,"0226",Hammel-Carleton Manor,Caretaker
82083,1634471,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Caretaker
82089,1634480,BROOKLYN,Brooklyn Property Management Department,"0358",Taylor-Wythe,Caretaker
82092,1634448,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
82096,1634454,MANHATTAN,Manhattan Property Management Department,"0317",Rangel Houses,Caretaker
82104,1393669,MANHATTAN,Manhattan Property Management Department,"0245",Clinton Houses,Caretaker
82116,518712,BROOKLYN,Brooklyn Property Management Department,"0509",Whitman Houses,Caretaker
82131,1096388,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Caretaker
82129,1156924,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Caretaker
82130,1523755,BRONX,Bronx Property Management Department,"0229",Highbridge Gardens,Caretaker
82364,781220,BROOKLYN,Brooklyn Property Management Department,"0246",Tompkins Houses,Caretaker
82375,1091582,BRONX,Bronx Property Management Department,"0368",Sedgwick,Caretaker
82405,1644621,BROOKLYN,Brooklyn Property Management Department,"0202",Red Hook East,Maintenance Worker
82381,1580379,BROOKLYN,Brooklyn Property Management Department,"0233",Tilden Houses,Caretaker
82389,1643021,BRONX,Bronx Property Management Department,"0570",Mill Brook Houses,Caretaker
82402,1644656,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Maintenance Worker
82407,1644911,BRONX,Bronx Property Management Department,"0222",Justice Sonia Sotomayor Houses,Maintenance Worker
82414,65491,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Maintenance Worker
82415,1646162,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
82425,1646194,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
82427,1645572,BRONX,Bronx Property Management Department,"0222",Justice Sonia Sotomayor Houses,Caretaker
82429,1645574,QUEENS,Queens-SI Property Mgmt Dept,"0517",Astoria,Caretaker
82446,1646970,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Housing Assistant
82437,1646491,BROOKLYN,Brooklyn Property Management Department,"0396",Brooklyn Neighborhood 06,Carpenter
82456,1646982,MANHATTAN,Manhattan Property Management Department,"0534",Carver,Housing Assistant
82459,1646985,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Housing Assistant
82155,1636759,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Caretaker
82168,530253,QUEENS,Queens-SI Property Mgmt Dept,"0206",South Jamaica,Caretaker
82158,1636476,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Caretaker
82160,1636492,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Caretaker
82184,1634940,BRONX,Bronx Property Management Department,"0248",Adams Houses,Caretaker
82185,1634842,BRONX,Bronx Property Management Department,"0416",Bronx Neighborhood 07,Caretaker
82190,1636539,MANHATTAN,Manhattan Property Management Department,"0408",Manhattan Neighborhood 08,Painter
82200,1634945,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Caretaker
82198,1607158,MANHATTAN,Manhattan Property Management Department,"0253",Isaacs,Caretaker
82205,656452,BRONX,Bronx Property Management Department,"0638",Marble Hill Houses,Caretaker
82210,1638398,BRONX,Bronx Property Management Department,"0385",Morrisania Consolidation,Caretaker
82211,1638309,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
82222,1638031,BROOKLYN,Brooklyn Property Management Department,"0411",Brooklyn Neighborhood 09,Painter
82224,1638039,MANHATTAN,Manhattan Property Management Department,"0401",Manhattan Neighborhood 01,Painter
82232,1638569,BRONX,Bronx Property Management Department,"0388",Bronx Neighborhood 06,Caretaker
82473,1647495,BRONX,Bronx Property Management Department,"0522",Patterson,Assistant Resident Buildings Superintendent
82462,1647272,BRONX,Bronx Property Management Department,"0214",Edenwald,Caretaker
82477,1009247,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
82482,1648395,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Assistant Housing Manager
82499,1648393,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Maintenance Worker
82500,1405364,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Maintenance Worker
82501,1648327,BROOKLYN,Brooklyn Property Management Department,"0396",Brooklyn Neighborhood 06,Electrician's Helper
82504,1648308,BROOKLYN,Brooklyn Property Management Department,"0212",Breukelen,Maintenance Worker
82537,1651663,BROOKLYN,Brooklyn Property Management Department,"0510",Ingersoll,Maintenance Worker
82507,1648325,MANHATTAN,Manhattan Property Management Department,"0530",Amsterdam-Harborview Terrace,Housing Assistant
82511,1648349,BRONX,Bronx Property Management Department,"0506",Sack Wern-Clason Point Gardens,Maintenance Worker
82542,247033,BRONX,Bronx Property Management Department,"0964","1010 East 178th Street Consol",Caretaker
82244,1638060,BRONX,Bronx Property Management Department,"0382",Bronx Neighborhood 02,Painter
82250,1637043,MANHATTAN,Manhattan Property Management Department,"0558",Manhattanville Rehab 2 & 3,Caretaker
82254,387345,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Painter
82259,1638043,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,Painter
82262,1638642,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Caretaker
82274,1638200,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Painter
82287,1638212,BRONX,Bronx Property Management Department,"0390",Bronx Neighborhood 08,Painter
82291,1638643,BRONX,Bronx Property Management Department,"0214",Edenwald,Caretaker
82298,1640705,MANHATTAN,Manhattan Property Management Department,"0518",King Towers Consolidation,Caretaker
82311,1640457,BRONX,Bronx Property Management Department,"0386",Bronx Neighborhood 05,Painter
82314,1640994,MANHATTAN,Manhattan Property Management Department,"0402",Manhattan Neighborhood 02,Carpenter
82320,1640758,BRONX,Bronx Property Management Department,"0249",Mitchel Houses,Caretaker
82332,1014504,QUEENS,Queens-SI Property Mgmt Dept,"0374",QN/SI Neighborhood 01,Painter
82354,1642319,BRONX,Bronx Property Management Department,"0522",Patterson,Caretaker
82342,1642299,QUEENS,Queens-SI Property Mgmt Dept,"0398",Queensbridge North,Caretaker
82347,1645406,QUEENS,Queens-SI Property Mgmt Dept,"0374",QN/SI Neighborhood 01,Carpenter
82587,1655897,MANHATTAN,Manhattan Property Management Department,"0387",Wise Towers Group,Maintenance Worker
82623,1150955,BROOKLYN,Brooklyn Property Management Department,"0216",Van Dyke Houses,Maintenance Worker
82651,1587023,BROOKLYN,Brooklyn Property Management Department,"0272",Wyckoff Gardens,Caretaker
82627,1421222,BROOKLYN,Brooklyn Property Management Department,"0227",Roosevelt,Caretaker
82633,318823,BROOKLYN,Brooklyn Property Management Department,"0524",Albany,Caretaker
82653,1658387,BROOKLYN,Brooklyn Property Management Department,"0205",Kingsborough,Caretaker
82656,1659650,STATEN ISLAND,Queens-SI Property Mgmt Dept,"0241",Richmond Terrace,Caretaker
82669,1658378,BRONX,Bronx Property Management Department,"0435",Butler,Caretaker
82680,558190,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Housing Assistant
82688,1659619,QUEENS,Queens-SI Property Mgmt Dept,"0525",Redfern,Secretary
82682,1661584,BRONX,Bronx Property Management Department,"0533",Bronx River Houses,Caretaker
82691,1659621,BROOKLYN,Brooklyn Property Management Department,"0246",Tompkins Houses,Caretaker
82694,1661587,QUEENS,Queens-SI Property Mgmt Dept,"0493",Queens-Staten Island Floating Staff,Carpenter
82359,1642276,QUEENS,Queens-SI Property Mgmt Dept,"0843",Queensbridge South,Caretaker
82380,1643032,BROOKLYN,Brooklyn Property Management Department,"0410",Brooklyn Neighborhood 08,Caretaker
82388,1643675,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
82412,1645130,MANHATTAN,Manhattan Property Management Department,"0207",East River Houses,Assistant Resident Buildings Superintendent
82399,1644622,BROOKLYN,Brooklyn Property Management Department,"0491",Brooklyn Floating Staff,Plumber's Helper
82400,537907,BROOKLYN,Brooklyn Property Management Department,"0515",Gowanus Houses,Maintenance Worker
82408,1645129,BROOKLYN,Brooklyn Property Management Department,"0536",Cypress Hills,Maintenance Worker
82423,1646171,MANHATTAN,Manhattan Property Management Department,"0014",Manhattan Borough Management,Clerical Associate
82432,1645589,QUEENS,Queens-SI Property Mgmt Dept,"0588",Pomonok,Caretaker
82435,1646488,BRONX,Bronx Property Management Department,"0382",Bronx Neighborhood 02,Carpenter
82452,1648022,MANHATTAN,Manhattan Property Management Department,"0558",Manhattanville Rehab 2 & 3,Housing Manager
82443,1647137,MANHATTAN,Manhattan Property Management Department,"0409",Manhattan Neighborhood 09,Carpenter
82454,1646666,BROOKLYN,Brooklyn Property Management Department,"0246",Tompkins Houses,Caretaker
82465,1647279,BRONX,Bronx Property Management Department,"0435",Butler,Caretaker
82469,789881,MANHATTAN,Manhattan Property Management Department,"0232",Grant Houses,Assistant Resident Buildings Superintendent
82705,1661457,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
82723,1160842,MANHATTAN,Manhattan Property Management Department,"0387",Wise Towers Group,Caretaker
82709,1661681,BRONX,Bronx Property Management Department,"0248",Adams Houses,Caretaker
82717,1661421,MANHATTAN,Manhattan Property Management Department,"0224",Wagner Houses,Caretaker
82718,1661448,MANHATTAN,Manhattan Property Management Department,"0201",Harlem River Consolidation,Caretaker
82729,1661973,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
82744,1662594,QUEENS,Queens-SI Property Mgmt Dept,"0316",Woodside,Maintenance Worker
82748,1665018,MANHATTAN,Manhattan Property Management Department,"0232",Grant Houses,Caretaker
82759,855520,BROOKLYN,Brooklyn Property Management Department,"0216",Van Dyke Houses,Caretaker
82760,1666751,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
82764,1666748,MANHATTAN,Manhattan Property Management Department,"0232",Grant Houses,Caretaker
82771,1543768,QUEENS,Queens-SI Property Mgmt Dept,"0282",Beach 41st St-Oceanside Consolidation,Caretaker
82776,1666718,BROOKLYN,Brooklyn Property Management Department,"0765",Park Rock Consolidated,Caretaker
82783,1666722,MANHATTAN,Manhattan Property Management Department,"0516",Johnson,Caretaker
82788,1563173,MANHATTAN,Manhattan Property Management Department,"0245",Clinton Houses,Caretaker
82799,1666714,BROOKLYN,Brooklyn Property Management Department,"0213",Brevoort,Caretaker
82803,1663478,BRONX,Bronx Property Management Department,"0537",Soundview,Caretaker
82804,1082377,MANHATTAN,Manhattan Property Management Department,"0346",Jackie Robinson,Caretaker
82476,449499,BROOKLYN,Brooklyn Property Management Department,"0230",Red Hook West,Housing Assistant
82479,1647265,MANHATTAN,Manhattan Property Management Department,"0513",Lincoln Houses,Caretaker
82486,1647282,BROOKLYN,Brooklyn Property Management Department,"0514",Marcy Houses,Caretaker
82488,1647499,QUEENS,Queens-SI Property Mgmt Dept,"0316",Woodside,Maintenance Worker
82513,1648302,MANHATTAN,Manhattan Property Management Department,"0558",Manhattanville Rehab 2 & 3,Maintenance Worker
82515,1648398,BROOKLYN,Brooklyn Property Management Department,"0426",Marlboro,Maintenance Worker
82518,1648317,QUEENS,Queens-SI Property Mgmt Dept,"0517",Astoria,Maintenance Worker
82519,1648461,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Caretaker
82536,1651670,BRONX,Bronx Property Management Department,"0535",Forest Consolidation,Maintenance Worker
82539,1129534,BROOKLYN,Brooklyn Property Management Department,"0278",Surfside Gardens Consolidation,Housing Assistant
82545,1275479,MANHATTAN,Manhattan Property Management Department,"0232",Grant Houses,Maintenance Worker
82565,980628,BROOKLYN,Brooklyn Property Management Department,"0314",Sheepshead-Nostrand,Secretary
82815,1664072,BRONX,Bronx Property Management Department,"0218",Throggs Neck Houses,Maintenance Worker
82594,1657309,BRONX,Bronx Property Management Department,"0586",Pelham Parkway Houses,Maintenance Worker
82811,1526540,QUEENS,Queens-SI Property Mgmt Dept,"0378",QN/SI Neighborhood 03,Electrician's Helper
82820,1411856,QUEENS,Queens-SI Property Mgmt Dept,"0843",Queensbridge South,Caretaker
82824,1666738,QUEENS,Queens-SI Property Mgmt Dept,"0369",Ravenswood,Caretaker
82826,1666741,MANHATTAN,Manhattan Property Management Department,"0531",Smith Houses,Caretaker
82831,1666746,MANHATTAN,Manhattan Property Management Department,"0260",Polo Grounds Towers,Caretaker
82833,1666833,MANHATTAN,Manhattan Property Management Department,"0558",Manhattanville Rehab 2 & 3,Caretaker
82835,1666747,BROOKLYN,Brooklyn Property Management Department,"0670",Bay View,Caretaker
82836,1489134,BRONX,Bronx Property Management Department,"0638",Marble Hill Houses,Caretaker
82849,1413101,QUEENS,Queens-SI Property Mgmt Dept,"0290",Latimer Gardens Consolidation,Caretaker
82838,1666750,BROOKLYN,Brooklyn Property Management Department,"0532",Farragut Houses,Caretaker
82839,1009541,MANHATTAN,Manhattan Property Management Department,"0569",Douglass Houses,Caretaker
82840,1666749,BRONX,Bronx Property Management Department,"0254",Boston Secor,Caretaker
82864,1667908,BROOKLYN,Brooklyn Property Management Department,"0680",Hylan,Caretaker
82873,1355043,MANHATTAN,Manhattan Property Management Department,"0211",Saint Nicholas Houses,Caretaker
82874,1328048,MANHATTAN,Manhattan Property Management Department,"0215",Baruch,Caretaker
82878,1667964,BRONX,Bronx Property Management Department,"0431",Castle Hill Houses,Caretaker
