OBJECTID,DEVELOPMEN,BOROUGH,TDS_NUM,BLDG_NUM,SH_NUM,HOUSE_NUM,STREET,ADDRESS,LOCATION_C,PROGRAM,RESIDENTIA,FACILITY,CONS_TDS,HAS_MO
"151",BARUCH,MANHATTAN,"060","003","005","555",FDR DRIVE,555 FDR DRIVE,"060003005",FEDERAL,RESIDENTIAL,GLAZIERS SHOP,"060",false
"152",BARUCH,MANHATTAN,"060","003","006","549",FDR DRIVE,549 FDR DRIVE,"060003006",FEDERAL,RESIDENTIAL,,"060",false
"153",BARUCH,MANHATTAN,"060","004","007","525",FDR DRIVE,525 FDR DRIVE,"060004007",FEDERAL,RESIDENTIAL,,"060",false
"154",BARUCH,MANHATTAN,"060","004","008","521",FDR DRIVE,521 FDR DRIVE,"060004008",FEDERAL,RESIDENTIAL,,"060",false
"155",BARUCH,MANHATTAN,"060","005","009","64",BARUCH DRIVE,64 BARUCH DRIVE,"060005009",FEDERAL,RESIDENTIAL,,"060",false
"156",BARUCH,MANHATTAN,"060","005","010","60",BARUCH DRIVE,60 BARUCH DRIVE,"060005010",FEDERAL,RESIDENTIAL,,"060",false
"157",BARUCH,MANHATTAN,"060","005","010","62",BARUCH DRIVE,62 BARUCH DRIVE,"060005010",FEDERAL,,LAUNDRY ROOM,"060",false
"158",BARUCH,MANHATTAN,"060","006","011","308",DELANCEY STREET,308 DELANCEY STREET,"060006011",FEDERAL,RESIDENTIAL,,"060",false
"159",BARUCH,MANHATTAN,"060","006","012","312",DELANCEY STREET,312 DELANCEY STREET,"060006012",FEDERAL,RESIDENTIAL,CARPENTERS SHOP,"060",false
"160",BARUCH,MANHATTAN,"060","007","013","72",BARUCH DRIVE,72 BARUCH DRIVE,"060007013",FEDERAL,RESIDENTIAL,REFRIGATOR ROOM,"060",false
"161",BARUCH,MANHATTAN,"060","007","014","70",BARUCH DRIVE,70 BARUCH DRIVE,"060007014",FEDERAL,RESIDENTIAL,BOILER,"060",false
"162",BARUCH,MANHATTAN,"060","008","015","90",BARUCH DRIVE,90 BARUCH DRIVE,"060008015",FEDERAL,RESIDENTIAL,ROOFTOP LEASE LOCATION/ PLASTERERS SHOP,"060",false
"163",BARUCH,MANHATTAN,"060","008","016","80",BARUCH DRIVE,80 BARUCH DRIVE,"060008016",FEDERAL,RESIDENTIAL,,"060",false
"164",BARUCH,MANHATTAN,"060","009","017","120",BARUCH DRIVE,120 BARUCH DRIVE,"060009017",FEDERAL,RESIDENTIAL,DAY CARE CENTER (PRIMARY ENTRANCE),"060",false
"165",BARUCH,MANHATTAN,"060","009","018","110",BARUCH DRIVE,110 BARUCH DRIVE,"060009018",FEDERAL,RESIDENTIAL,DAY CARE CENTER (SECONDARY ENTRANCE),"060",false
"166",BARUCH,MANHATTAN,"060","010","019","105",BARUCH DRIVE,105 BARUCH DRIVE,"060010019",FEDERAL,RESIDENTIAL,JANITORIAL SUPPLIES ROOM,"060",false
"167",BARUCH,MANHATTAN,"060","010","020","95",BARUCH DRIVE,95 BARUCH DRIVE,"060010020",FEDERAL,RESIDENTIAL,,"060",false
"168",BARUCH,MANHATTAN,"060","011","021","79",BARUCH DRIVE,79 BARUCH DRIVE,"060011021",FEDERAL,RESIDENTIAL,EXTERMINATOR SHOP/ PLUMBERS SHOP/ PAINT SHOP,"060",false
"169",BARUCH,MANHATTAN,"060","011","022","75",BARUCH DRIVE,75 BARUCH DRIVE,"060011022",FEDERAL,RESIDENTIAL,,"060",false
"170",BARUCH,MANHATTAN,"060","012","023","296",DELANCEY STREET,296 DELANCEY STREET,"060012023",FEDERAL,RESIDENTIAL,,"060",false
"171",BARUCH,MANHATTAN,"060","012","024","298",DELANCEY STREET,298 DELANCEY STREET,"060012024",FEDERAL,RESIDENTIAL,,"060",false
"172",BARUCH,MANHATTAN,"060","012","024","300",DELANCEY STREET,300 DELANCEY STREET,"060012024",FEDERAL,,DAY CARE CENTER,"060",false
"173",BARUCH,MANHATTAN,"060","013","025","288",DELANCEY STREET,288 DELANCEY STREET,"060013025",FEDERAL,RESIDENTIAL,,"060",false
"174",BARUCH,MANHATTAN,"060","013","026","294",DELANCEY STREET,294 DELANCEY STREET,"060013026",FEDERAL,,DAY CARE CENTER,"060",false
"175",BARUCH,MANHATTAN,"060","013","026","292",DELANCEY STREET,292 DELANCEY STREET,"060013026",FEDERAL,RESIDENTIAL,,"060",false
"176",BARUCH,MANHATTAN,"060","014","027","60",COLUMBIA STREET,60 COLUMBIA STREET,"060014027",FEDERAL,RESIDENTIAL,,"060",false
"177",BARUCH,MANHATTAN,"060","014","028","50",COLUMBIA STREET,50 COLUMBIA STREET,"060014028",FEDERAL,RESIDENTIAL,,"060",false
"178",BARUCH,MANHATTAN,"060","014","028","280",DELANCEY STREET,280 DELANCEY STREET,"060014028",FEDERAL,,HEALTH CLINIC (VACANT),"060",false
"179",BARUCH,MANHATTAN,"060","015","029","100",COLUMBIA STREET,100 COLUMBIA STREET,"060015029",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE/ STOREROOM,"060",true
"180",BARUCH,MANHATTAN,"060","015","029","90",COLUMBIA STREET,90 COLUMBIA STREET,"060015029",FEDERAL,RESIDENTIAL,,"060",false
"181",BARUCH,MANHATTAN,"060","015","030","80",COLUMBIA STREET,80 COLUMBIA STREET,"060015030",FEDERAL,RESIDENTIAL,,"060",false
"182",BARUCH,MANHATTAN,"060","015","030","84",COLUMBIA STREET,84 COLUMBIA STREET,"060015030",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"060",false
"183",BARUCH,MANHATTAN,"060","016","031","120",COLUMBIA STREET,120 COLUMBIA STREET,"060016031",FEDERAL,RESIDENTIAL,,"060",false
"184",BARUCH,MANHATTAN,"060","016","032","110",COLUMBIA STREET,110 COLUMBIA STREET,"060016032",FEDERAL,RESIDENTIAL,BRONX & MANHATTAN CONTRACT UNIT - MANHATTAN SOUTH,"060",false
"185",BARUCH,MANHATTAN,"060","017","033","140",COLUMBIA STREET,140 COLUMBIA STREET,"060017033",FEDERAL,RESIDENTIAL,,"060",false
"186",BARUCH,MANHATTAN,"060","017","034","130",COLUMBIA STREET,130 COLUMBIA STREET,"060017034",FEDERAL,RESIDENTIAL,TENANT ASSOCIATION ROOM,"060",false
"187",BARUCH,MANHATTAN,"060","019","036",79GAR,BARUCH DRIVE,79GAR BARUCH DRIVE,"060019036",FEDERAL,,GARAGE,"060",false
"188",BARUCH HOUSES ADDITION,MANHATTAN,"198","018","035","72",COLUMBIA STREET,72 COLUMBIA STREET,"198018035",FEDERAL,RESIDENTIAL,NORC/ LAUNDRY ROOM,"060",false
"189",BAY VIEW,BROOKLYN,"092","001","001","2045",ROCKAWAY PARKWAY,2045 ROCKAWAY PARKWAY,"092001001",MIXED FINANCE/LLC1,RESIDENTIAL,ROOFTOP LEASE LOCATION,"092",false
"190",BAY VIEW,BROOKLYN,"092","002","002","2055",ROCKAWAY PARKWAY,2055 ROCKAWAY PARKWAY,"092002002",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"191",BAY VIEW,BROOKLYN,"092","002","002","2057",ROCKAWAY PARKWAY,2057 ROCKAWAY PARKWAY,"092002002",MIXED FINANCE/LLC1,,LAUNDRY ROOM,"092",false
"192",BAY VIEW,BROOKLYN,"092","003","003","9910",SEAVIEW AVENUE,9910 SEAVIEW AVENUE,"092003003",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"193",BAY VIEW,BROOKLYN,"092","004","004","1550",EAST 102ND STREET,1550 EAST 102ND STREET,"092004004",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"194",BAY VIEW,BROOKLYN,"092","005","005","1540",EAST 102ND STREET,1540 EAST 102ND STREET,"092005005",MIXED FINANCE/LLC1,RESIDENTIAL,ROOFTOP LEASE LOCATION,"092",false
"195",BAY VIEW,BROOKLYN,"092","006","006","2075",ROCKAWAY PARKWAY,2075 ROCKAWAY PARKWAY,"092006006",MIXED FINANCE/LLC1,RESIDENTIAL,ROOFTOP LEASE LOCATION/ PLASTERERS SHOP,"092",false
"196",BAY VIEW,BROOKLYN,"092","007","007","2065",ROCKAWAY PARKWAY,2065 ROCKAWAY PARKWAY,"092007007",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"197",BAY VIEW,BROOKLYN,"092","008","008","1570",EAST 102ND STREET,1570 EAST 102ND STREET,"092008008",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"198",BAY VIEW,BROOKLYN,"092","009","009","1560",EAST 102ND STREET,1560 EAST 102ND STREET,"092009009",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"199",BAY VIEW,BROOKLYN,"092","010","010","2105",ROCKAWAY PARKWAY,2105 ROCKAWAY PARKWAY,"092010010",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"200",BAY VIEW,BROOKLYN,"092","011","011","2085",ROCKAWAY PARKWAY,2085 ROCKAWAY PARKWAY,"092011011",MIXED FINANCE/LLC1,RESIDENTIAL,PLUMBERS SHOP,"092",false
"201",BAY VIEW,BROOKLYN,"092","012","012","1580",EAST 102ND STREET,1580 EAST 102ND STREET,"092012012",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"202",BAY VIEW,BROOKLYN,"092","013","013","1590",EAST 102ND STREET,1590 EAST 102ND STREET,"092013013",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"203",BAY VIEW,BROOKLYN,"092","014","014","2125",ROCKAWAY PARKWAY,2125 ROCKAWAY PARKWAY,"092014014",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"204",BAY VIEW,BROOKLYN,"092","015","015","2115",ROCKAWAY PARKWAY,2115 ROCKAWAY PARKWAY,"092015015",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"205",BAY VIEW,BROOKLYN,"092","016","016","5945",SHORE PARKWAY,5945 SHORE PARKWAY,"092016016",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"206",BAY VIEW,BROOKLYN,"092","017","017","5975",SHORE PARKWAY,5975 SHORE PARKWAY,"092017017",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"207",BAY VIEW,BROOKLYN,"092","018","018","1610",EAST 102ND STREET,1610 EAST 102ND STREET,"092018018",MIXED FINANCE/LLC1,RESIDENTIAL,BRICKLAYERS SHOP,"092",false
"208",BAY VIEW,BROOKLYN,"092","019","019","1630",EAST 102ND STREET,1630 EAST 102ND STREET,"092019019",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"209",BAY VIEW,BROOKLYN,"092","020","020","5905",SHORE PARKWAY,5905 SHORE PARKWAY,"092020020",MIXED FINANCE/LLC1,RESIDENTIAL,ROOFTOP LEASE LOCATION,"092",false
"210",BAY VIEW,BROOKLYN,"092","021","021","5935",SHORE PARKWAY,5935 SHORE PARKWAY,"092021021",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"211",BAY VIEW,BROOKLYN,"092","022","022","5985",SHORE PARKWAY,5985 SHORE PARKWAY,"092022022",MIXED FINANCE/LLC1,RESIDENTIAL,COMMUNITY OPERATIONS SPACE (VACANT)/ ROOFTOP LEASE LOCATION,"092",false
"212",BAY VIEW,BROOKLYN,"092","023","023","5995",SHORE PARKWAY,5995 SHORE PARKWAY,"092023023",MIXED FINANCE/LLC1,RESIDENTIAL,,"092",false
"213",BAY VIEW,BROOKLYN,"092","024","024","9820",SEAVIEW AVENUE,9820 SEAVIEW AVENUE,"092024024",MIXED FINANCE/LLC1,,DEVELOPMENT MANAGEMENT OFFICE/ DEVELOPMENT MAINTENANCE OFFICE/ BOILER/ ROOFTOP LEASE LOCATION/ GLAZIERS SHOP,"092",true
"214",BAY VIEW,BROOKLYN,"092","024","025","9900",SEAVIEW AVENUE,9900 SEAVIEW AVENUE,"092024025",MIXED FINANCE/LLC1,,,"092",false
"215",BAY VIEW,BROOKLYN,"092","025","026","5955",SHORE PARKWAY,5955 SHORE PARKWAY,"092025026",MIXED FINANCE/LLC1,,COMMUNITY CENTER/ BOILER,"092",false
"216",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","001","001",40-22,BEACH CHANNEL DRIVE,40-22 BEACH CHANNEL DRIVE,"165001001",FEDERAL,,,"165",false
"217",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","001","001",40-20,BEACH CHANNEL DRIVE,40-20 BEACH CHANNEL DRIVE,"165001001",FEDERAL,RESIDENTIAL,,"165",false
"218",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","001","002","433",BEACH 40TH STREET,433 BEACH 40TH STREET,"165001002",FEDERAL,RESIDENTIAL,BOILER,"165",false
"219",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","001","002","425",BEACH 40TH STREET,425 BEACH 40TH STREET,"165001002",FEDERAL,,LAUNDRY ROOM,"165",false
"220",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","001","002","435",BEACH 40TH STREET,435 BEACH 40TH STREET,"165001002",FEDERAL,,,"165",false
"221",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","002","003","453",BEACH 40TH STREET,453 BEACH 40TH STREET,"165002003",FEDERAL,RESIDENTIAL,,"165",false
"222",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","002","003","455",BEACH 40TH STREET,455 BEACH 40TH STREET,"165002003",FEDERAL,,,"165",false
"223",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","004","440",BEACH 40TH STREET,440 BEACH 40TH STREET,"165003004",FEDERAL,,,"165",false
"224",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","004","438",BEACH 40TH STREET,438 BEACH 40TH STREET,"165003004",FEDERAL,RESIDENTIAL,,"165",false
"225",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","004","426",BEACH 40TH STREET,426 BEACH 40TH STREET,"165003004",FEDERAL,,COMMUNITY CENTER/ COMPUTER LAB,"165",false
"226",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","004",38-20,BEACH CHANNEL DRIVE,38-20 BEACH CHANNEL DRIVE,"165003004",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE/ ROOFTOP LEASE LOCATION,"165",true
"227",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","005",38-10,BEACH CHANNEL DRIVE,38-10 BEACH CHANNEL DRIVE,"165003005",FEDERAL,,,"165",false
"228",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","003","005",38-08,BEACH CHANNEL DRIVE,38-08 BEACH CHANNEL DRIVE,"165003005",FEDERAL,RESIDENTIAL,,"165",false
"229",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","004","006","455",BEACH 38TH STREET,455 BEACH 38TH STREET,"165004006",FEDERAL,,,"165",false
"230",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","004","006","458",BEACH 40TH STREET,458 BEACH 40TH STREET,"165004006",FEDERAL,,,"165",false
"231",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","004","006","456",BEACH 40TH STREET,456 BEACH 40TH STREET,"165004006",FEDERAL,RESIDENTIAL,MAINTENANCE SUPPLY STOREROOM,"165",false
"232",BEACH 41ST STREET-BEACH CHANNEL DRIVE,QUEENS,"165","005","007",441GAR,BEACH 38TH STREET,441GAR BEACH 38TH STREET,"165005007",FEDERAL,,GARAGE,"165",false
"233",BEDFORD-STUYVESANT REHAB,BROOKLYN,"311","001","026","701",WILLOUGHBY AVENUE,701 WILLOUGHBY AVENUE,"311001026",FEDERAL,RESIDENTIAL,BOILER,"073",false
"234",BEDFORD-STUYVESANT REHAB,BROOKLYN,"311","002","027","671",WILLOUGHBY AVENUE,671 WILLOUGHBY AVENUE,"311002027",FEDERAL,RESIDENTIAL,BOILER,"073",false
"235",BEDFORD-STUYVESANT REHAB,BROOKLYN,"311","002","028","675",WILLOUGHBY AVENUE,675 WILLOUGHBY AVENUE,"311002028",FEDERAL,RESIDENTIAL,,"073",false
"236",BEDFORD-STUYVESANT REHAB,BROOKLYN,"311","003","029","281",THROOP AVENUE,281 THROOP AVENUE,"311003029",FEDERAL,RESIDENTIAL,,"073",false
"237",BEDFORD-STUYVESANT REHAB,BROOKLYN,"311","003","030","213",HART STREET,213 HART STREET,"311003030",FEDERAL,RESIDENTIAL,BOILER,"073",false
"238",BELMONT-SUTTER AREA,BROOKLYN,"345","001","031","455",BARBEY STREET,455 BARBEY STREET,"345001031",FEDERAL,RESIDENTIAL,BOILER,"046",false
"239",BELMONT-SUTTER AREA,BROOKLYN,"345","001","032","459",BARBEY STREET,459 BARBEY STREET,"345001032",FEDERAL,RESIDENTIAL,,"046",false
"240",BELMONT-SUTTER AREA,BROOKLYN,"345","001","033","463",BARBEY STREET,463 BARBEY STREET,"345001033",FEDERAL,RESIDENTIAL,,"046",false
"241",BELMONT-SUTTER AREA,BROOKLYN,"345","002","034","418",JEROME STREET,418 JEROME STREET,"345002034",FEDERAL,RESIDENTIAL,BOILER,"046",false
"242",BELMONT-SUTTER AREA,BROOKLYN,"345","002","035","422",JEROME STREET,422 JEROME STREET,"345002035",FEDERAL,RESIDENTIAL,,"046",false
"243",BELMONT-SUTTER AREA,BROOKLYN,"345","002","036","426",JEROME STREET,426 JEROME STREET,"345002036",FEDERAL,RESIDENTIAL,,"046",false
"244",BELMONT-SUTTER AREA,BROOKLYN,"345","003","037","610",BELMONT AVENUE,610 BELMONT AVENUE,"345003037",FEDERAL,RESIDENTIAL,BOILER,"046",false
"245",BELMONT-SUTTER AREA,BROOKLYN,"345","003","038","616",BELMONT AVENUE,616 BELMONT AVENUE,"345003038",FEDERAL,RESIDENTIAL,,"046",false
"246",BERRY,STATEN ISLAND,"052","001","001","1754",RICHMOND ROAD,1754 RICHMOND ROAD,"052001001",FEDERAL,RESIDENTIAL,BOILER/ GLAZIERS SHOP/ BRICKLAYERS SHOP/ STOREROOM,"052",false
"247",BERRY,STATEN ISLAND,"052","001","002","1742",RICHMOND ROAD,1742 RICHMOND ROAD,"052001002",FEDERAL,RESIDENTIAL,COMMUNITY OPERATIONS SPACE,"052",false
"248",BERRY,STATEN ISLAND,"052","001","002","15",SEAVER AVENUE,15 SEAVER AVENUE,"052001002",FEDERAL,,,"052",false
"249",BERRY,STATEN ISLAND,"052","002","003","1726",RICHMOND ROAD,1726 RICHMOND ROAD,"052002003",FEDERAL,RESIDENTIAL,"PAINT CONTRACTOR ""A"" AND ""B"" SHOP/ NYCHA PAINT SHOP/PLASTERERS SHOP/EXTERMINATOR SHOP/ROOFER SHOP/X SHOP/6 STOREROOMS","052",false
"250",BERRY,STATEN ISLAND,"052","002","004","1718",RICHMOND ROAD,1718 RICHMOND ROAD,"052002004",FEDERAL,RESIDENTIAL,CARPENTERS SHOP/ GROUNDS SHOP/ TWO STOREROOMS/ PESTICIDE STORAGE ROOM/REFRIGERATOR STORAGE ROOM,"052",false
"251",BERRY,STATEN ISLAND,"052","003","005","30",DONGAN HILLS AVENUE,30 DONGAN HILLS AVENUE,"052003005",FEDERAL,RESIDENTIAL,MAINTENANCE SHOP/ THREE STOREROOMS,"052",false
"252",BERRY,STATEN ISLAND,"052","003","005","26",DONGAN HILLS AVENUE,26 DONGAN HILLS AVENUE,"052003005",FEDERAL,,DEVELOPMENT MANAGEMENT OFFICE,"052",true
"253",BERRY,STATEN ISLAND,"052","003","005","20",DONGAN HILLS AVENUE,20 DONGAN HILLS AVENUE,"052003005",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"052",false
"254",BERRY,STATEN ISLAND,"052","003","006","34",DONGAN HILLS AVENUE,34 DONGAN HILLS AVENUE,"052003006",FEDERAL,RESIDENTIAL,PLUMBERS SHOP/ ELEVATOR SHOP/ TWO STOREROOMS/JANITORIAL STOREROOM,"052",false
"255",BERRY,STATEN ISLAND,"052","004","007","40",DONGAN HILLS AVENUE,40 DONGAN HILLS AVENUE,"052004007",FEDERAL,RESIDENTIAL,,"052",false
"256",BERRY,STATEN ISLAND,"052","004","007","44",DONGAN HILLS AVENUE,44 DONGAN HILLS AVENUE,"052004007",FEDERAL,,DAY CARE CENTER,"052",false
"257",BERRY,STATEN ISLAND,"052","004","008","50",DONGAN HILLS AVENUE,50 DONGAN HILLS AVENUE,"052004008",FEDERAL,RESIDENTIAL,,"052",false
"258",BERRY,STATEN ISLAND,"052","005","009","209",JEFFERSON STREET,209 JEFFERSON STREET,"052005009",FEDERAL,RESIDENTIAL,,"052",false
"259",BERRY,STATEN ISLAND,"052","005","009","211",JEFFERSON STREET,211 JEFFERSON STREET,"052005009",FEDERAL,,COMMUNITY CENTER/ COMPUTER LAB,"052",false
"260",BERRY,STATEN ISLAND,"052","005","010","219",JEFFERSON STREET,219 JEFFERSON STREET,"052005010",FEDERAL,RESIDENTIAL,,"052",false
"261",BERRY,STATEN ISLAND,"052","006","011","235",JEFFERSON STREET,235 JEFFERSON STREET,"052006011",FEDERAL,RESIDENTIAL,,"052",false
"262",BERRY,STATEN ISLAND,"052","006","012","239",JEFFERSON STREET,239 JEFFERSON STREET,"052006012",FEDERAL,RESIDENTIAL,,"052",false
"263",BERRY,STATEN ISLAND,"052","007","013","51",SEAVER AVENUE,51 SEAVER AVENUE,"052007013",FEDERAL,RESIDENTIAL,,"052",false
"264",BERRY,STATEN ISLAND,"052","007","014","45",SEAVER AVENUE,45 SEAVER AVENUE,"052007014",FEDERAL,RESIDENTIAL,,"052",false
"265",BERRY,STATEN ISLAND,"052","008","015","29",SEAVER AVENUE,29 SEAVER AVENUE,"052008015",FEDERAL,RESIDENTIAL,,"052",false
"266",BERRY,STATEN ISLAND,"052","008","016","21",SEAVER AVENUE,21 SEAVER AVENUE,"052008016",FEDERAL,RESIDENTIAL,,"052",false
"267",BERRY,STATEN ISLAND,"052","009","017",18GAR,DONGAN HILLS AVENUE,18GAR DONGAN HILLS AVENUE,"052009017",FEDERAL,,GARAGE,"052",false
"268",BETHUNE GARDENS,MANHATTAN,"160","001","004","1947",AMSTERDAM AVENUE,1947 AMSTERDAM AVENUE,"160001004",FEDERAL,,,"003",false
"269",BETHUNE GARDENS,MANHATTAN,"160","001","004","1945",AMSTERDAM AVENUE,1945 AMSTERDAM AVENUE,"160001004",FEDERAL,RESIDENTIAL,BOILER/ LAUNDRY ROOM,"003",false
"270",BETHUNE GARDENS,MANHATTAN,"160","001","004","1943",AMSTERDAM AVENUE,1943 AMSTERDAM AVENUE,"160001004",FEDERAL,,,"003",false
"271",BETHUNE GARDENS,MANHATTAN,"160","001","004","1949",AMSTERDAM AVENUE,1949 AMSTERDAM AVENUE,"160001004",FEDERAL,,COMMUNITY OPERATIONS SPACE,"003",false
"272",BLAND,QUEENS,"054","001","001",40-21,COLLEGE POINT BOULEVARD,40-21 COLLEGE POINT BOULEVARD,"054001001",FEDERAL,,MAINTENANCE STOREROOM,"186",false
"273",BLAND,QUEENS,"054","001","001",40-25,COLLEGE POINT BOULEVARD,40-25 COLLEGE POINT BOULEVARD,"054001001",FEDERAL,RESIDENTIAL,,"186",false
"274",BLAND,QUEENS,"054","001","001",40-29,COLLEGE POINT BOULEVARD,40-29 COLLEGE POINT BOULEVARD,"054001001",FEDERAL,,DEVELOPMENT MAINTENANCE OFFICE,"186",false
"275",BLAND,QUEENS,"054","002","002",40-15,COLLEGE POINT BOULEVARD,40-15 COLLEGE POINT BOULEVARD,"054002002",FEDERAL,,SENIOR CENTER,"186",false
"276",BLAND,QUEENS,"054","002","002",40-05,COLLEGE POINT BOULEVARD,40-05 COLLEGE POINT BOULEVARD,"054002002",FEDERAL,RESIDENTIAL,BOILER/ ROOFTOP LEASE LOCATION/ GLAZIERS SHOP,"186",false
"277",BLAND,QUEENS,"054","003","003",133-20,ROOSEVELT AVENUE,133-20 ROOSEVELT AVENUE,"054003003",FEDERAL,RESIDENTIAL,CARPENTERS SHOP,"186",false
"278",BLAND,QUEENS,"054","003","003",133-16,ROOSEVELT AVENUE,133-16 ROOSEVELT AVENUE,"054003003",FEDERAL,,DAY CARE CENTER,"186",false
"279",BLAND,QUEENS,"054","004","004",133-40,ROOSEVELT AVENUE,133-40 ROOSEVELT AVENUE,"054004004",FEDERAL,RESIDENTIAL,,"186",false
"280",BLAND,QUEENS,"054","004","004",133-36,ROOSEVELT AVENUE,133-36 ROOSEVELT AVENUE,"054004004",FEDERAL,,COMMUNITY OPERATIONS SPACE (VACANT),"186",false
"281",BLAND,QUEENS,"054","005","005",133-50,ROOSEVELT AVENUE,133-50 ROOSEVELT AVENUE,"054005005",FEDERAL,RESIDENTIAL,BRICKLAYERS SHOP/ EXTERMINATOR SHOP/ NYCHA PAINT SHOP/ PLASTERERS SHOP,"186",false
"282",BORINQUEN PLAZA I,BROOKLYN,"243","001","001","30",MANHATTAN AVENUE,30 MANHATTAN AVENUE,"243001001",FEDERAL,RESIDENTIAL,GLAZIERS SHOP,"243",false
"283",BORINQUEN PLAZA I,BROOKLYN,"243","002","002","60",MOORE STREET,60 MOORE STREET,"243002002",FEDERAL,RESIDENTIAL,,"243",false
"284",BORINQUEN PLAZA I,BROOKLYN,"243","003","003","50",MANHATTAN AVENUE,50 MANHATTAN AVENUE,"243003003",FEDERAL,RESIDENTIAL,GROUNDS SHOP,"243",false
"285",BORINQUEN PLAZA I,BROOKLYN,"243","004","004","80",SEIGEL STREET,80 SEIGEL STREET,"243004004",FEDERAL,,SENIOR CENTER,"243",false
"286",BORINQUEN PLAZA I,BROOKLYN,"243","004","004","70",SEIGEL STREET,70 SEIGEL STREET,"243004004",FEDERAL,RESIDENTIAL,EXTERMINATOR SHOP,"243",false
"287",BORINQUEN PLAZA I,BROOKLYN,"243","005","005","125",SEIGEL STREET,125 SEIGEL STREET,"243005005",FEDERAL,RESIDENTIAL,MAINTENANCE  SHOP/ STOREROOM,"243",false
"288",BORINQUEN PLAZA I,BROOKLYN,"243","006","006","101",HUMBOLDT STREET,101 HUMBOLDT STREET,"243006006",FEDERAL,RESIDENTIAL,ELEVATOR STOREROOM/ MAINTENANCE STOREROOM,"243",false
"289",BORINQUEN PLAZA I,BROOKLYN,"243","007","007","111",HUMBOLDT STREET,111 HUMBOLDT STREET,"243007007",FEDERAL,RESIDENTIAL,B-PAINT SHOP/ X-SHOP,"243",false
"290",BORINQUEN PLAZA I,BROOKLYN,"243","008","008","160",BOERUM STREET,160 BOERUM STREET,"243008008",FEDERAL,RESIDENTIAL,STORAGE ROOM,"243",false
"291",BORINQUEN PLAZA I,BROOKLYN,"243","016","016","125",HUMBOLDT STREET,125 HUMBOLDT STREET,"243016016",FEDERAL,,COMMUNITY CENTER,"243",false
"292",BORINQUEN PLAZA I,BROOKLYN,"243","017","017","119",SEIGEL STREET,119 SEIGEL STREET,"243017017",FEDERAL,,GARAGE,"243",false
"293",BORINQUEN PLAZA II,BROOKLYN,"271","000","800","192",BOERUM STREET,192 BOERUM STREET,"271000800",FEDERAL,,PARKING LOT,"243",false
"294",BORINQUEN PLAZA II,BROOKLYN,"271","009","009","110",HUMBOLDT STREET,110 HUMBOLDT STREET,"271009009",FEDERAL,RESIDENTIAL,BOILER/ NYCHA PAINT SHOP,"243",false
"295",BORINQUEN PLAZA II,BROOKLYN,"271","010","010","130",HUMBOLDT STREET,130 HUMBOLDT STREET,"271010010",FEDERAL,RESIDENTIAL,DEVELOPMENT MANAGEMENT OFFICE/ BOILER,"243",true
"296",BORINQUEN PLAZA II,BROOKLYN,"271","011","011","155",SEIGEL STREET,155 SEIGEL STREET,"271011011",FEDERAL,RESIDENTIAL,BOILER/ CARPENTERS SHOP,"243",false
